"","FIPS","Employee_Capacity","Total_Employees_March_Snapshot","Total_Annual_Payroll","Year","Employee_Capacity_Change","Total_Employees_March_Snapshot_Change","Total_Annual_Payroll_Change"
"20682","36025",69920,44405,1624729,2015,-2108,3895,144022
"20683","36027",679113,507588,21646774,2015,29609,45862,2028301
"20684","36029",2803698,2425490,103967524,2015,16280,102082,7338010
"20685","36031",72211,51213,1693240,2015,2396,7860,183767
"20686","36033",70771,46217,1439720,2015,670,6509,161124
"20687","36035",95511,59434,1929076,2015,-2089,9654,211827
"20688","36037",109671,80192,2696344,2015,-545,10298,330341
"20689","36039",75542,49026,1440788,2015,496,9849,138570
"20690","36041",6437,3724,114193,2015,329,937,20933
"20691","36043",80188,55833,1755287,2015,-3653,5032,137589
"20692","36045",208270,154762,5450136,2015,1834,14040,664368
"20693","36047",4013309,3428016,137365103,2015,106578,151802,12537237
"20694","36049",33431,17733,606498,2015,681,2025,64044
"20695","36051",93061,62618,1914481,2015,1827,9044,254455
"20696","36053",123036,86841,2868613,2015,2840,21963,679033
"20697","36055",2275150,2040552,90246265,2015,25833,335830,17969234
"20698","36057",104510,60204,1990195,2015,1047,9841,190528
"20699","36059",3760093,3242747,171981879,2015,21820,109776,15381479
"20700","36061",14350541,13182088,1428965346,2015,109548,275115,48462858
"20701","36063",401005,324973,11184042,2015,5017,45512,1701646
"20702","36065",581260,460335,17282535,2015,-1657,39392,1659510
"20703","36067",1446577,1213290,52264658,2015,-11121,49007,2699460
"20704","36069",308748,238263,9480303,2015,6422,28055,1541441
"20705","36071",789247,656930,24842517,2015,23873,53069,2366644
"20706","36073",54681,31067,964064,2015,779,5592,160569
"20707","36075",165303,115211,4476988,2015,260,13404,436797
"20708","36077",127448,85952,2834130,2015,2124,12852,403267
"20709","36079",148005,106868,4650726,2015,674,8970,366140
"20710","36081",3769969,3238920,148736267,2015,113596,282277,18822588
"20711","36083",284272,205872,8510558,2015,1066,23171,555557
"20712","36085",682763,533148,20690251,2015,4025,29320,2470029
"20713","36087",736891,592270,26864887,2015,25205,55702,3797113
"20714","36089",189437,125660,4450421,2015,3957,23116,843891
"20715","36091",470293,366695,15623064,2015,9558,46657,2516293
"20716","36093",323102,235132,9736190,2015,-3009,43403,2276147
"20717","36095",36784,19335,668991,2015,-451,3225,103824
"20718","36097",25671,12790,412712,2015,-417,2811,101560
"20719","36099",59108,37980,1238060,2015,-2323,6458,282660
"20720","36101",174053,123195,4609029,2015,-2598,9650,256529
"20721","36103",3960665,3344367,174384729,2015,65104,110790,12922667
"20722","36105",134614,96714,3124103,2015,3144,13199,359090
"20723","36107",56426,33280,1034576,2015,-10824,2475,-108596
"20724","36109",268600,168596,6212252,2015,1843,13432,480200
"20725","36111",318445,253966,8606299,2015,4188,20564,856247
"20726","36113",209944,150261,5522419,2015,2798,17279,546096
"20727","36115",73348,50996,1892955,2015,1203,6365,193972
"20728","36117",139063,91044,3276286,2015,-947,11600,466389
"20729","36119",2624372,2232096,146267858,2015,19028,83108,7142546
"20730","36121",66068,39288,1358098,2015,-174,5539,200809
"20731","36123",35443,18888,539605,2015,98,2220,34208
"20732","37001",381615,277802,9934528,2015,26120,42190,2231598
"20733","37003",50476,35587,1035501,2015,-1456,3325,81741
"20734","37005",15112,6908,186312,2015,51,1231,18252
"20735","37007",35285,19560,536269,2015,1581,1891,32879
"20736","37009",35921,21269,631592,2015,377,4228,111085
"20737","37011",32010,20937,565847,2015,786,3054,53883
"20738","37013",94807,63405,2021412,2015,3410,8008,318060
"20739","37015",34074,17198,450588,2015,9957,6128,64044
"20740","37017",57876,32574,974407,2015,-1343,6755,94404
"20741","37019",171390,124116,3772129,2015,9863,15511,409659
"20742","37021",754300,598465,22397976,2015,12127,51915,2706261
"20743","37023",146458,104122,3319489,2015,449,12210,419104
"20744","37025",413243,324964,11617686,2015,14916,45877,1572479
"20745","37027",128820,96671,3036029,2015,14090,26998,971782
"20746","37029",3997,2182,61055,2015,441,509,5375
"20747","37031",124951,97058,2933331,2015,2504,12675,419265
"20748","37033",11100,6577,159108,2015,294,1246,21513
"20749","37035",526767,416819,16288519,2015,5219,42489,2443880
"20750","37037",94583,65860,2014443,2015,5399,9548,270072
"20751","37039",43122,26938,737121,2015,1449,4361,87402
"20752","37041",25650,14490,480511,2015,190,2896,114764
"20753","37043",11607,6212,155388,2015,1192,1312,29809
"20754","37045",179255,126022,4318323,2015,46,18611,448379
"20755","37047",76829,50561,1596979,2015,-1401,5337,87668
"20756","37049",184667,131872,4550302,2015,-2842,12720,404366
"20757","37051",618257,511873,17007441,2015,-95,62760,2889004
"20758","37053",33144,20641,674142,2015,1180,2688,55391
"20759","37055",97181,76403,2563357,2015,1449,7586,241809
"20760","37057",301659,215094,7697672,2015,16456,53321,2360903
"20761","37059",58032,36908,1154733,2015,2253,6843,157332
"20762","37061",93947,63406,1841060,2015,3800,19695,591971
"20763","37063",1115599,903473,57616903,2015,31378,158419,10398110
"20764","37065",79840,42397,1200104,2015,-3867,3618,90474
"20765","37067",1085698,860675,40529089,2015,40795,76820,4355330
"20766","37069",64338,39081,1424806,2015,43,5656,305454
"20767","37071",423625,332039,12823382,2015,1469,31350,2238221
"20768","37073",4997,2606,65035,2015,-249,584,3069
"20769","37075",11130,6368,218416,2015,-264,1757,26012
"20770","37077",85985,50854,1774892,2015,5946,9246,385593
"20771","37079",15218,8562,226828,2015,1694,2723,35071
"20772","37081",1768731,1472664,64757918,2015,54047,128663,7502026
"20773","37083",81939,56605,1567895,2015,-4408,5018,109644
"20774","37085",123703,92191,2663040,2015,-8182,16559,476824
"20775","37087",96416,68863,2021920,2015,3428,10502,186898
"20776","37089",215264,158949,5532156,2015,5417,21094,719138
"20777","37091",48137,29107,881947,2015,-1056,3736,123251
"20778","37093",36722,21811,546860,2015,2292,4616,127303
"20779","37095",5817,2646,84990,2015,-750,584,7607
"20780","37097",426102,348096,15138444,2015,15833,72764,4572980
"20781","37099",88360,52136,1732550,2015,6238,13517,520124
"20782","37101",275791,212043,7126719,2015,12447,37013,1674696
"20783","37103",5424,2834,85097,2015,219,1569,23730
"20784","37105",154081,100594,3419581,2015,4011,14729,555164
"20785","37107",152298,104202,3321856,2015,11498,14546,674300
"20786","37109",119742,81785,2721091,2015,735,11030,373666
"20787","37111",84581,48978,1413036,2015,-3162,5517,126312
"20788","37113",63143,42311,1274767,2015,1009,7438,202691
"20789","37115",20625,8614,219124,2015,1008,835,22391
"20790","37117",34715,20986,521097,2015,527,880,-4326
"20791","37119",3968323,3313887,197489503,2015,144907,364555,33542695
"20792","37121",25986,13973,400544,2015,-684,2926,36345
"20793","37123",46501,29832,940829,2015,1967,8177,229453
"20794","37125",200173,148543,5311946,2015,3578,12716,464683
"20795","37127",245390,169135,5944888,2015,11710,21965,774804
"20796","37129",626299,503702,20335658,2015,22788,61034,3680258
"20797","37131",25985,12778,394602,2015,180,3191,107007
"20798","37133",234788,193045,5168000,2015,974,21379,462425
"20799","37135",266824,196905,7945913,2015,7769,19772,1004713
"20800","37137",18303,11897,318519,2015,675,1468,33099
"20801","37139",74729,50016,1617657,2015,1703,7795,225635
"20802","37141",58113,41614,1269323,2015,1457,8755,247474
"20803","37143",8720,4786,130692,2015,-216,618,16158
"20804","37145",53783,33662,1020100,2015,2058,3643,105675
"20805","37147",411051,304684,10491400,2015,11978,32766,1097264
"20806","37149",25699,17167,481566,2015,928,3421,87013
"20807","37151",253129,203277,6790591,2015,-10239,8233,781928
"20808","37153",72638,45116,1307306,2015,-4209,3118,77822
"20809","37155",214512,145782,4148195,2015,15160,18949,495259
"20810","37157",147255,102734,3090898,2015,-1644,10245,194852
"20811","37159",293463,210954,7585750,2015,17893,33440,1450828
"20812","37161",106655,71723,2040324,2015,4247,10201,190688
"20813","37163",91508,60490,1910716,2015,-2322,6756,340199
"20814","37165",66597,44581,1341656,2015,2037,6414,234974
"20815","37167",102944,73727,2302270,2015,-4335,3772,242419
"20816","37169",39127,24992,650967,2015,2973,3071,-4154
"20817","37171",174379,120407,3995202,2015,3406,13815,381908
"20818","37173",24461,14767,379247,2015,-367,3079,66975
"20819","37175",50517,33164,946394,2015,815,4807,91688
"20820","37177",2934,1359,37475,2015,-821,160,6456
"20821","37179",365707,272927,10044289,2015,20683,46878,1741662
"20822","37181",84469,54390,1710530,2015,3739,6078,183687
"20823","37183",2962376,2548326,130866028,2015,66827,157769,11312177
"20824","37185",16262,9516,234017,2015,395,2196,54652
"20825","37187",19532,11294,362065,2015,17,3185,114989
"20826","37189",117179,90876,2788393,2015,4955,15481,615419
"20827","37191",228732,158386,5030225,2015,1522,15948,440187
"20828","37193",120816,72950,2355400,2015,2430,9428,381483
"20829","37195",209541,144556,5148389,2015,-531,15193,396909
"20830","37197",60440,34528,993264,2015,1227,8410,242607
"20831","37199",22957,12185,358953,2015,182,3302,69739
"20832","38001",5085,2188,71585,2015,-78,896,25680
"20833","38003",28403,16206,507743,2015,957,1935,52343
"20834","38005",8752,2279,86027,2015,-301,479,14375
"20835","38007",2715,1492,89918,2015,-6,322,-7650
"20836","38009",14047,7965,333838,2015,-956,506,-27961
"20837","38011",8670,4291,168834,2015,-1158,998,14180
"20838","38013",3063,1495,68185,2015,-924,359,-3838
"20839","38015",323547,242354,10932527,2015,-1896,28440,1208221
"20840","38017",687368,584849,26425481,2015,8814,51801,3215761
"20841","38019",8463,4308,165473,2015,-252,1248,14414
"20842","38021",12627,6914,205109,2015,-144,1663,23300
"20843","38023",6332,2511,105303,2015,-390,342,-12848
"20844","38025",19908,12051,744251,2015,1380,2990,44143
"20845","38027",3642,1153,42977,2015,69,120,3517
"20846","38029",5265,2606,78980,2015,-141,709,8693
"20847","38031",10080,4143,153386,2015,2061,1009,18491
"20848","38033",3531,1061,39932,2015,-33,531,14591
"20849","38035",231257,163130,5931044,2015,3152,18468,840044
"20850","38037",3054,1127,36798,2015,114,288,5676
"20851","38039",4452,1733,55361,2015,-290,533,3506
"20852","38041",3786,1442,49151,2015,399,407,9252
"20853","38043",3726,1002,32373,2015,-215,282,7582
"20854","38045",6906,3640,141908,2015,-54,506,-8753
"20855","38047",3558,1291,38300,2015,261,460,6605
"20856","38049",5223,2374,84306,2015,-123,807,17163
"20857","38051",6759,2573,75356,2015,-618,429,2636
"20858","38053",50556,38998,2611912,2015,3768,6493,-102377
"20859","38055",16160,8828,357001,2015,56,1299,28368
"20860","38057",27405,15628,981445,2015,997,6251,419350
"20861","38059",64883,43905,1873230,2015,757,8627,354290
"20862","38061",33926,24737,1477143,2015,-2367,4811,-184251
"20863","38063",4832,2764,88475,2015,-635,348,15259
"20864","38065",4389,800,60350,2015,102,84,3905
"20865","38067",16632,10151,381827,2015,-2049,1441,29663
"20866","38069",10836,4435,144926,2015,93,1096,21123
"20867","38071",32200,19615,634640,2015,-29,1513,54447
"20868","38073",11043,5443,185897,2015,-1263,985,44561
"20869","38075",4331,1839,71139,2015,-160,815,-8409
"20870","38077",40751,22154,811279,2015,-2554,1305,87752
"20871","38079",17511,8229,226929,2015,582,2650,57973
"20872","38081",12708,4468,185296,2015,-84,1221,39137
"20873","38083",1176,306,8131,2015,27,102,1490
"20874","38085",5187,1207,32108,2015,-324,193,695
"20875","38087",588,141,9280,2015,-297,32,-2882
"20876","38089",118699,89799,4711647,2015,-2540,8403,-520774
"20877","38091",3090,1481,60441,2015,-126,387,9230
"20878","38093",62669,39194,1423898,2015,900,6035,205303
"20879","38095",3723,1395,44647,2015,-279,454,7193
"20880","38097",20084,11619,459953,2015,308,2236,70141
"20881","38099",23523,13974,482019,2015,-1605,2012,41899
"20882","38101",205781,157908,6810763,2015,3221,14060,186824
"20883","38103",9687,5703,185372,2015,654,1148,16142
"20884","38105",181980,144918,10001665,2015,7514,11743,-935273
"20885","39001",27087,18420,552882,2015,-360,5215,120570
"20886","39003",308121,238852,9114686,2015,7227,32917,1321564
"20887","39005",109326,72214,2407479,2015,-2876,5729,314169
"20888","39007",166245,122712,4001419,2015,-818,11463,410052
"20889","39009",83143,62185,1724740,2015,-748,6201,161673
"20890","39011",130737,81892,2978446,2015,6891,12258,387282
"20891","39013",134045,101511,3390684,2015,3063,15833,623331
"20892","39015",41153,26283,695422,2015,-2106,1077,61745
"20893","39017",868377,707907,29637771,2015,21805,43119,2353606
"20894","39019",38312,25489,771188,2015,2556,6138,150489
"20895","39021",58711,35673,1385662,2015,-1981,5072,329488
"20896","39023",274089,208228,7240988,2015,7149,27082,987472
"20897","39025",340532,262984,9867095,2015,6312,32304,1026025
"20898","39027",92046,54575,2013624,2015,-51,9764,458923
"20899","39029",180947,134823,4202075,2015,2798,11574,373649
"20900","39031",61330,37168,1151714,2015,-471,4602,105805
"20901","39033",87292,55686,1742418,2015,1340,3743,93665
"20902","39035",4340722,3952642,200391318,2015,60449,432954,30447787
"20903","39037",109598,70680,2455019,2015,5106,10307,371085
"20904","39039",91215,60378,2032911,2015,225,7814,290586
"20905","39041",508285,375934,17001155,2015,9719,22062,868714
"20906","39043",206271,144094,4999659,2015,4930,17852,667449
"20907","39045",237809,180403,5593423,2015,748,22542,655369
"20908","39047",65769,44686,1317881,2015,1623,8747,364067
"20909","39049",4128785,3605191,178329454,2015,23034,139426,11868195
"20910","39051",98373,64779,2484923,2015,2863,7185,210258
"20911","39053",56992,34835,1276187,2015,-4084,8184,285099
"20912","39055",201385,147805,6092100,2015,14250,15982,536314
"20913","39057",346854,279374,11164599,2015,12640,19470,1135354
"20914","39059",100787,64527,2070644,2015,7228,13879,351776
"20915","39061",3149908,2759690,152988800,2015,-9520,133127,13815937
"20916","39063",284080,208241,9180501,2015,6350,32832,2688046
"20917","39065",45869,23261,688990,2015,-604,3110,89538
"20918","39067",23441,12238,459604,2015,4184,5112,170159
"20919","39069",56595,33094,1195426,2015,1749,5300,146510
"20920","39071",58100,36719,1145127,2015,1824,6624,160472
"20921","39073",34171,21946,593053,2015,665,4489,119199
"20922","39075",118471,91299,3077780,2015,-3591,12506,615764
"20923","39077",111416,76702,2963328,2015,2760,7644,303523
"20924","39079",59134,33725,953979,2015,-672,3987,54533
"20925","39081",124434,84111,2647458,2015,-2759,14304,499036
"20926","39083",126062,81424,2819146,2015,6404,15771,398976
"20927","39085",595142,484561,20850584,2015,14382,62104,4320427
"20928","39087",71523,49886,1523623,2015,123,7457,203345
"20929","39089",335566,244077,8963722,2015,8641,34264,1545444
"20930","39091",105520,59382,2273195,2015,1161,12750,510795
"20931","39093",580779,447769,17379361,2015,7496,31930,1403458
"20932","39095",1323857,1157317,47188495,2015,47100,119828,5797957
"20933","39097",81764,58510,2348558,2015,4223,17448,714630
"20934","39099",581571,491117,17496717,2015,-16253,35878,1328368
"20935","39101",137365,91508,3113922,2015,3548,11468,405433
"20936","39103",364980,282490,11394599,2015,17932,22364,1149094
"20937","39105",16746,10827,276305,2015,-1017,2728,42203
"20938","39107",103303,68106,2514111,2015,-1625,7130,366195
"20939","39109",235294,181852,6615011,2015,4255,32070,1042188
"20940","39111",17932,8481,261999,2015,334,1902,10341
"20941","39113",1563506,1301727,58195976,2015,39118,136598,8012182
"20942","39115",13974,6151,167271,2015,1284,1000,25419
"20943","39117",25945,14727,442233,2015,-58,3688,96446
"20944","39119",194245,136896,4926253,2015,7037,25024,941196
"20945","39121",14280,7513,192733,2015,9,1639,30493
"20946","39123",69570,42933,1547138,2015,959,7128,167560
"20947","39125",24868,13503,415622,2015,792,1682,52914
"20948","39127",29417,18833,530045,2015,2800,3535,96670
"20949","39129",76544,48179,1628641,2015,705,5676,85604
"20950","39131",56094,36947,1716144,2015,10164,14239,868171
"20951","39133",315103,239154,8936723,2015,12875,26761,940037
"20952","39135",59914,36220,1119905,2015,1805,5824,132879
"20953","39137",67511,47333,1575588,2015,7014,14233,423433
"20954","39139",295645,224498,7170893,2015,1292,22516,636755
"20955","39141",149458,104720,4024242,2015,3202,18432,725358
"20956","39143",159176,101145,3483847,2015,2963,11146,253643
"20957","39145",119901,85006,2638138,2015,4404,10804,367242
"20958","39147",119940,77798,2454449,2015,6708,11963,384042
"20959","39149",162896,103317,4710287,2015,12703,11574,387113
"20960","39151",947526,799320,30388725,2015,31127,77197,3771517
"20961","39153",1682677,1427645,64130547,2015,20201,56819,2786947
"20962","39155",459534,328497,11821640,2015,68,7146,92632
"20963","39157",213572,164645,5655939,2015,6625,26793,1021073
"20964","39159",163303,106766,5234961,2015,-727,20851,1028112
"20965","39161",66824,36214,1158542,2015,106,3582,57269
"20966","39163",12501,5909,171994,2015,286,1184,25444
"20967","39165",519120,402272,20348035,2015,7487,45048,3111601
"20968","39167",150125,111181,4496757,2015,8053,18951,582501
"20969","39169",276521,196839,7641560,2015,7630,20778,862223
"20970","39171",106924,68506,2334950,2015,4602,5935,205260
"20971","39173",347475,261114,10868894,2015,7437,29030,1681675
"20972","39175",53547,31316,1102878,2015,2055,5263,228559
"20973","40001",21021,10364,280390,2015,1194,4092,62250
"20974","40003",8495,4295,191372,2015,-408,1442,74908
"20975","40005",16300,8983,234851,2015,963,1638,34814
"20976","40007",9356,5529,230675,2015,347,801,-2470
"20977","40009",71263,54247,2340586,2015,-1956,2194,-216324
"20978","40011",15759,9066,300127,2015,-455,1037,18987
"20979","40013",71106,48893,1442265,2015,-2691,8280,98146
"20980","40015",31219,20963,699992,2015,1203,4622,128829
"20981","40017",190791,141208,5192084,2015,5190,13310,-123913
"20982","40019",141004,97830,3634675,2015,5279,10171,385512
"20983","40021",61537,37996,1029874,2015,2382,6954,183255
"20984","40023",20145,12946,344841,2015,-3768,2592,79132
"20985","40025",2460,1039,22654,2015,-192,166,2304
"20986","40027",488446,376579,12677714,2015,3407,23182,1145322
"20987","40029",5997,2704,70946,2015,282,898,5178
"20988","40031",225384,171329,5464030,2015,6657,21486,566390
"20989","40033",8604,4284,132705,2015,1497,2571,78524
"20990","40035",28783,16689,547179,2015,1980,5948,209919
"20991","40037",120705,85515,3304238,2015,2768,11229,286189
"20992","40039",71613,48989,1875369,2015,-2684,2484,-42041
"20993","40041",49754,31938,928094,2015,-2361,4444,125568
"20994","40043",6509,4082,164430,2015,-135,507,26460
"20995","40045",8226,4225,134024,2015,1341,1018,11767
"20996","40047",153900,111893,4018739,2015,1649,12843,251646
"20997","40049",57171,36773,1396892,2015,2100,5633,62350
"20998","40051",80223,57142,1824454,2015,-2576,5559,49157
"20999","40053",7259,3509,166845,2015,-760,207,8983
"21000","40055",4272,1988,49069,2015,-273,515,5191
"21001","40057",3537,881,34838,2015,480,132,10757
"21002","40059",4491,1982,61482,2015,-417,218,-9149
"21003","40061",15903,8342,239564,2015,3,1978,28585
"21004","40063",15946,8927,212600,2015,-794,1308,-4797
"21005","40065",55431,30396,914065,2015,4373,6467,168402
"21006","40067",5364,2837,126865,2015,-819,863,46615
"21007","40069",13836,8004,308941,2015,1188,3039,94077
"21008","40071",105171,73447,2614327,2015,-1697,7713,315037
"21009","40073",38855,23748,1047762,2015,291,3681,39005
"21010","40075",9983,5362,143781,2015,-641,933,3726
"21011","40077",11394,4944,175784,2015,-1890,308,1119
"21012","40079",57774,37648,1092309,2015,496,2579,50862
"21013","40081",35894,24623,865846,2015,-2698,1969,60919
"21014","40083",45336,30231,890086,2015,570,3234,88022
"21015","40085",38645,10559,253277,2015,1094,1783,31402
"21016","40087",57917,36299,1178083,2015,4804,7534,107456
"21017","40089",56198,36109,1063005,2015,-4887,4363,165203
"21018","40091",22171,15023,442800,2015,719,2013,78320
"21019","40093",15251,10238,495751,2015,-1758,1747,-18753
"21020","40095",25269,15047,425647,2015,414,3010,46644
"21021","40097",69923,44377,1603115,2015,2681,8651,279265
"21022","40099",25314,11543,360164,2015,3513,1548,21926
"21023","40101",148777,107539,3683459,2015,876,14261,588683
"21024","40103",31349,10596,358612,2015,3389,469,2617
"21025","40105",8940,4760,135273,2015,-818,1249,28657
"21026","40107",19325,7491,228236,2015,726,3404,107510
"21027","40109",2548678,2188333,103659353,2015,14463,80280,3361042
"21028","40111",46033,30617,797835,2015,-4126,3627,49673
"21029","40113",36761,23151,725642,2015,-3208,4223,65807
"21030","40115",63333,37167,1031634,2015,852,8632,196454
"21031","40117",19151,8740,294437,2015,-616,971,18777
"21032","40119",152425,115561,3569856,2015,-2677,10452,169273
"21033","40121",76075,53820,1786087,2015,107,7798,99487
"21034","40123",86265,57590,1926657,2015,4082,8876,259406
"21035","40125",126100,83965,2569965,2015,3684,9153,281840
"21036","40127",13701,8565,197593,2015,70,2457,55946
"21037","40129",3516,1522,41423,2015,-447,300,855
"21038","40131",194320,137434,6290763,2015,6173,26348,844935
"21039","40133",35211,21914,745806,2015,-3137,-480,-19313
"21040","40135",48578,32993,753508,2015,3595,9052,155418
"21041","40137",85313,66039,2489925,2015,-3427,6941,30263
"21042","40139",61971,26952,1052420,2015,2989,5916,276004
"21043","40141",9232,4002,104466,2015,535,1123,7750
"21044","40143",2250957,1924372,91880328,2015,3128,111324,5312542
"21045","40145",57317,39092,1289930,2015,-1606,9554,266243
"21046","40147",138886,79002,2977752,2015,545,12128,248636
"21047","40149",10862,5644,165627,2015,-406,375,-65004
"21048","40151",23325,14045,600713,2015,1839,3346,90204
"21049","40153",57048,40400,1698746,2015,-3756,-66,-357516
"21050","41001",27919,17501,497091,2015,-761,2291,58930
"21051","41003",175473,131451,5139827,2015,4298,17414,977314
"21052","41005",940877,787942,37267820,2015,16430,66182,4533484
"21053","41007",96353,70357,2195546,2015,2402,13858,385515
"21054","41009",56665,37540,1147227,2015,3145,7979,211212
"21055","41011",118016,92135,3201106,2015,752,12881,310781
"21056","41013",28016,17815,583973,2015,786,2083,59027
"21057","41015",35688,22507,622962,2015,1443,3583,72389
"21058","41017",431155,332871,12723077,2015,25536,39599,1825935
"21059","41019",194104,154955,5897871,2015,2395,20721,794507
"21060","41021",5550,1847,70588,2015,148,853,21366
"21061","41023",10941,4882,163032,2015,559,1209,16021
"21062","41025",8811,5095,143076,2015,318,1328,20549
"21063","41027",70400,48171,1491271,2015,2025,13762,279900
"21064","41029",480650,386912,13762518,2015,22584,32596,1127007
"21065","41031",25870,14958,449065,2015,-608,3072,53822
"21066","41033",144880,107893,3428312,2015,8888,16076,542344
"21067","41035",118308,82926,2653201,2015,2552,12597,292454
"21068","41037",8061,4318,139391,2015,-219,889,4869
"21069","41039",850791,695574,26561991,2015,24153,36805,2317349
"21070","41041",93770,71095,2119259,2015,-1180,9062,351416
"21071","41043",235112,179434,6320475,2015,9238,22983,921019
"21072","41045",59154,38201,1070118,2015,2412,7210,159797
"21073","41047",686449,573389,21116557,2015,8833,44321,2492744
"21074","41049",23999,11590,503165,2015,668,2895,148737
"21075","41051",2832333,2453819,127520540,2015,98755,180245,12719562
"21076","41053",94037,66584,2067631,2015,4199,14084,397670
"21077","41055",2775,1469,42743,2015,-72,716,18408
"21078","41057",47886,30971,987802,2015,4830,7004,200687
"21079","41059",142711,101397,3445833,2015,4030,7230,302449
"21080","41061",51781,30477,972943,2015,5154,4103,102715
"21081","41063",14041,7749,253734,2015,1304,2679,57702
"21082","41065",49475,33056,1079382,2015,-4996,4661,-137922
"21083","41067",1740519,1489862,96889042,2015,30720,248135,29881069
"21084","41069",1245,285,5138,2015,123,59,1699
"21085","41071",193810,140091,5068988,2015,14852,24555,822985
"21086","42001",194481,136092,4493602,2015,1984,13831,362078
"21087","42003",4569747,4147612,214363513,2015,-4221,156480,15934945
"21088","42005",96430,70855,2331202,2015,-501,8388,136246
"21089","42007",328205,255647,9249235,2015,-7590,17871,672307
"21090","42009",91242,61011,1821090,2015,4583,10013,297263
"21091","42011",1052607,806704,35593772,2015,32596,62126,3324954
"21092","42013",358145,262162,8928197,2015,22852,22339,1063840
"21093","42015",137514,96560,3680582,2015,-3077,22475,909196
"21094","42017",1721023,1443581,65144688,2015,47334,77858,4331445
"21095","42019",553549,441287,19330137,2015,17764,53489,2562953
"21096","42021",312452,229207,7372637,2015,-5021,18909,335032
"21097","42023",10815,6610,236344,2015,186,775,25073
"21098","42025",94700,59724,1626361,2015,4943,12195,187498
"21099","42027",311201,243183,8881995,2015,-3084,22396,691523
"21100","42029",1628628,1424182,100648417,2015,49613,140332,17139966
"21101","42031",75478,52810,1611630,2015,320,7326,182562
"21102","42033",173429,127356,4182254,2015,-2193,15944,455460
"21103","42035",72893,47524,1599089,2015,1031,12548,439796
"21104","42037",150209,103535,3489268,2015,-1224,10583,386495
"21105","42039",184103,137417,4507313,2015,-1364,13213,393076
"21106","42041",785082,693496,30611431,2015,34532,68966,3255800
"21107","42043",976361,751695,36012918,2015,24585,64062,2516101
"21108","42045",1412966,1163906,60019860,2015,-21899,58767,4678735
"21109","42047",99327,69534,2563821,2015,3097,5539,139501
"21110","42049",766850,639885,23248387,2015,-802,55314,2384811
"21111","42051",256588,199223,6308860,2015,9378,21457,748577
"21112","42053",7533,2880,80073,2015,-1023,655,6359
"21113","42055",325104,253922,8930287,2015,4376,46919,1238702
"21114","42057",42087,11984,447630,2015,849,8047,323356
"21115","42059",93153,66776,3234224,2015,-843,8517,-2928
"21116","42061",61794,40747,1187884,2015,105,6717,115157
"21117","42063",177614,135156,4919091,2015,-4203,27068,1003902
"21118","42065",96835,68776,2367022,2015,1400,10103,198809
"21119","42067",38667,23267,731226,2015,-174,4393,146773
"21120","42069",618243,517173,18260017,2015,-30979,56088,1617724
"21121","42071",1521623,1254128,50921956,2015,10866,33848,2119410
"21122","42073",180033,130539,4456027,2015,-2101,12947,355419
"21123","42075",293996,220790,7867087,2015,-4134,28526,1255280
"21124","42077",1121177,961553,48411247,2015,11245,130494,7323244
"21125","42079",870000,731682,27317110,2015,1518,55556,2601801
"21126","42081",313739,232028,8355176,2015,405,20795,529067
"21127","42083",91815,58575,1885281,2015,2546,7252,158466
"21128","42085",296662,246267,8393801,2015,-3397,24460,600332
"21129","42087",93889,60010,1929499,2015,1670,12152,434301
"21130","42089",313883,229767,7262755,2015,-1751,23309,765908
"21131","42091",3297778,2882929,176132368,2015,-57957,85765,12903364
"21132","42093",86716,38405,2117412,2015,-4834,5497,259196
"21133","42095",671366,549666,23543103,2015,5454,74421,3467366
"21134","42097",164730,115651,3730623,2015,-1170,11913,411930
"21135","42099",43022,33502,841380,2015,-295,4866,103357
"21136","42101",3788137,3555900,193021037,2015,38363,225010,12357648
"21137","42103",57395,40768,1085444,2015,-577,4469,95149
"21138","42105",29591,15022,537327,2015,204,4271,144041
"21139","42107",267688,214822,7579973,2015,-962,19758,656835
"21140","42109",99136,67778,1842659,2015,1690,8822,131014
"21141","42111",124930,92192,3083233,2015,-2205,5379,-15435
"21142","42113",8091,3900,90152,2015,-1176,1195,11669
"21143","42115",50546,34738,1033406,2015,-629,4738,38195
"21144","42117",78466,50808,1768248,2015,1178,6126,97215
"21145","42119",110454,62035,2167901,2015,1231,8402,290304
"21146","42121",110798,75168,2378070,2015,3174,6782,52595
"21147","42123",99458,58727,1945542,2015,902,9618,209051
"21148","42125",571869,457933,23824277,2015,11274,35002,1999675
"21149","42127",86254,60398,2005514,2015,-101,6353,213838
"21150","42129",846050,694501,27498218,2015,13542,54217,2249203
"21151","42131",70841,36834,1515057,2015,-4688,3735,44042
"21152","42133",1084579,916469,37752636,2015,17227,95192,4859420
"21153","44001",91911,64551,2159559,2015,-12601,10388,306876
"21154","44003",480094,372621,15148866,2015,17646,42340,1343170
"21155","44005",209688,160390,6728241,2015,6350,15576,487831
"21156","44007",1797934,1544411,73557748,2015,4451,132350,9722522
"21157","44009",299872,213772,9218296,2015,938,32318,1679458
"21158","45001",30056,16275,460687,2015,1696,3040,72286
"21159","45003",310514,226149,8295479,2015,-3228,28902,1132461
"21160","45005",11250,4307,173620,2015,1689,1050,16255
"21161","45007",368781,282680,10007482,2015,-1137,20038,951631
"21162","45009",20576,11246,319640,2015,-574,1185,15488
